Atomic Li wave function in real space
Atomic number
  3
Total number of orbitals
 15
The [2S] state electronic configuration
Number of up, downspin electrons, determinants 
  2  1   252
    0.300728541711751E-03
    0.304768461885239E-03
    0.308862608366408E-03
    0.313011709014304E-03
    0.317216501457747E-03
    0.321477733226470E-03
    0.325796161884008E-03
    0.330172555162387E-03
    0.334607691098604E-03
    0.339102358172951E-03
    0.343657355449191E-03
    0.348273492716614E-03
    0.352951590634002E-03
    0.357692480875530E-03
    0.362497006278614E-03
    0.367366020993759E-03
    0.372300390636404E-03
    0.377300992440815E-03
    0.382368715416039E-03
    0.387504460503952E-03
    0.392709140739429E-03
    0.397983681412665E-03
    0.403329020233670E-03
    0.408746107498981E-03
    0.414235906260601E-03
    0.419799392497212E-03
    0.425437555287688E-03
    0.431151396986930E-03
    0.436941933404065E-03
    0.442810193983043E-03
    0.448757221985644E-03
    0.454784074676952E-03
    0.460891823513321E-03
    0.467081554332852E-03
    0.473354367548436E-03
    0.479711378343389E-03
    0.486153716869707E-03
    0.492682528448984E-03
    0.499298973776029E-03
    0.506004229125215E-03
    0.512799486559598E-03
    0.519685954142842E-03
    0.526664856153986E-03
    0.533737433305103E-03
    0.540904942961869E-03
    0.548168659367101E-03
    0.555529873867290E-03
    0.562989895142181E-03
    0.570550049437424E-03
    0.578211680800362E-03
    0.585976151318973E-03
    0.593844841364019E-03
    0.601819149834455E-03
    0.609900494406124E-03
    0.618090311783788E-03
    0.626390057956552E-03
    0.634801208456706E-03
    0.643325258622047E-03
    0.651963723861722E-03
    0.660718139925636E-03
    0.669590063177480E-03
    0.678581070871420E-03
    0.687692761432504E-03
    0.696926754740831E-03
    0.706284692419530E-03
    0.715768238126615E-03
    0.725379077850741E-03
    0.735118920210952E-03
    0.744989496760431E-03
    0.754992562294338E-03
    0.765129895161782E-03
    0.775403297581970E-03
    0.785814595964614E-03
    0.796365641234623E-03
    0.807058309161169E-03
    0.817894500691156E-03
    0.828876142287174E-03
    0.840005186269985E-03
    0.851283611165608E-03
    0.862713422057061E-03
    0.874296650940832E-03
    0.886035357088116E-03
    0.897931627410923E-03
    0.909987576833088E-03
    0.922205348666260E-03
    0.934587114990941E-03
    0.947135077042649E-03
    0.959851465603239E-03
    0.972738541397501E-03
    0.985798595495076E-03
    0.999033949717752E-03
    0.101244695705226E-02
    0.102604000206855E-02
    0.103981550134376E-02
    0.105377590389183E-02
    0.106792369159887E-02
    0.108226137966439E-02
    0.109679151704849E-02
    0.111151668692496E-02
    0.112643950714057E-02
    0.114156263068043E-02
    0.115688874613968E-02
    0.117242057820142E-02
    0.118816088812115E-02
    0.120411247421765E-02
    0.122027817237045E-02
    0.123666085652404E-02
    0.125326343919873E-02
    0.127008887200851E-02
    0.128714014618575E-02
    0.130442029311299E-02
    0.132193238486186E-02
    0.133967953473925E-02
    0.135766489784074E-02
    0.137589167161161E-02
    0.139436309641520E-02
    0.141308245610900E-02
    0.143205307862849E-02
    0.145127833657875E-02
    0.147076164783404E-02
    0.149050647614546E-02
    0.151051633175672E-02
    0.153079477202817E-02
    0.155134540206927E-02
    0.157217187537950E-02
    0.159327789449784E-02
    0.161466721166107E-02
    0.163634362947079E-02
    0.165831100156947E-02
    0.168057323332557E-02
    0.170313428252782E-02
    0.172599816008882E-02
    0.174916893075814E-02
    0.177265071384493E-02
    0.179644768395023E-02
    0.182056407170920E-02
    0.184500416454318E-02
    0.186977230742191E-02
    0.189487290363605E-02
    0.192031041557991E-02
    0.194608936554484E-02
    0.197221433652316E-02
    0.199868997302298E-02
    0.202552098189384E-02
    0.205271213316355E-02
    0.208026826088616E-02
    0.210819426400141E-02
    0.213649510720561E-02
    0.216517582183432E-02
    0.219424150675680E-02
    0.222369732928247E-02
    0.225354852607957E-02
    0.228380040410617E-02
    0.231445834155358E-02
    0.234552778880254E-02
    0.237701426939218E-02
    0.240892338100196E-02
    0.244126079644689E-02
    0.247403226468598E-02
    0.250724361184435E-02
    0.254090074224896E-02
    0.257500963947831E-02
    0.260957636742618E-02
    0.264460707137970E-02
    0.268010797911183E-02
    0.271608540198855E-02
    0.275254573609092E-02
    0.278949546335212E-02
    0.282694115270990E-02
    0.286488946127429E-02
    0.290334713551123E-02
    0.294232101244185E-02
    0.298181802085806E-02
    0.302184518255424E-02
    0.306240961357569E-02
    0.310351852548364E-02
    0.314517922663737E-02
    0.318739912349347E-02
    0.323018572192259E-02
    0.327354662854380E-02
    0.331748955207693E-02
    0.336202230471300E-02
    0.340715280350311E-02
    0.345288907176589E-02
    0.349923924051396E-02
    0.354621154989938E-02
    0.359381435067865E-02
    0.364205610569727E-02
    0.369094539139432E-02
    0.374049089932710E-02
    0.379070143771644E-02
    0.384158593301249E-02
    0.389315343148178E-02
    0.394541310081540E-02
    0.399837423175887E-02
    0.405204623976385E-02
    0.410643866666201E-02
    0.416156118236139E-02
    0.421742358656552E-02
    0.427403581051560E-02
    0.433140791875609E-02
    0.438955011092404E-02
    0.444847272356227E-02
    0.450818623195712E-02
    0.456870125200068E-02
    0.463002854207812E-02
    0.469217900498030E-02
    0.475516368984211E-02
    0.481899379410673E-02
    0.488368066551637E-02
    0.494923580412965E-02
    0.501567086436609E-02
    0.508299765707804E-02
    0.515122815165041E-02
    0.522037447812862E-02
    0.529044892937504E-02
    0.536146396325445E-02
    0.543343220484879E-02
    0.550636644870167E-02
    0.558027966109299E-02
    0.565518498234407E-02
    0.573109572915373E-02
    0.580802539696579E-02
    0.588598766236824E-02
    0.596499638552473E-02
    0.604506561263856E-02
    0.612620957844989E-02
    0.620844270876634E-02
    0.629177962302768E-02
    0.637623513690479E-02
    0.646182426493373E-02
    0.654856222318487E-02
    0.663646443196814E-02
    0.672554651857439E-02
    0.681582432005363E-02
    0.690731388603055E-02
    0.700003148155787E-02
    0.709399359000786E-02
    0.718921691600284E-02
    0.728571838838489E-02
    0.738351516322548E-02
    0.748262462687548E-02
    0.758306439905614E-02
    0.768485233599149E-02
    0.778800653358285E-02
    0.789254533062591E-02
    0.799848731207104E-02
    0.810585131232728E-02
    0.821465641861082E-02
    0.832492197433820E-02
    0.843666758256530E-02
    0.854991310947235E-02
    0.866467868789571E-02
    0.878098472090716E-02
    0.889885188544111E-02
    0.901830113597057E-02
    0.913935370823247E-02
    0.926203112300291E-02
    0.938635518992317E-02
    0.951234801137705E-02
    0.964003198642019E-02
    0.976942981476223E-02
    0.990056450080233E-02
    0.100334593577189E-01
    0.101681380116144E-01
    0.103046244057153E-01
    0.104429428046289E-01
    0.105831177986570E-01
    0.107251743081679E-01
    0.108691375880261E-01
    0.110150332320830E-01
    0.111628871777260E-01
    0.113127257104906E-01
    0.114645754687327E-01
    0.116184634483649E-01
    0.117744170076554E-01
    0.119324638720923E-01
    0.120926321393122E-01
    0.122549502840954E-01
    0.124194471634287E-01
    0.125861520216348E-01
    0.127550944955721E-01
    0.129263046199032E-01
    0.130998128324344E-01
    0.132756499795270E-01
    0.134538473215816E-01
    0.136344365385949E-01
    0.138174497357922E-01
    0.140029194493351E-01
    0.141908786521055E-01
    0.143813607595679E-01
    0.145743996357097E-01
    0.147700295990617E-01
    0.149682854287994E-01
    0.151692023709258E-01
    0.153728161445375E-01
    0.155791629481749E-01
    0.157882794662579E-01
    0.160002028756069E-01
    0.162149708520529E-01
    0.164326215771352E-01
    0.166531937448892E-01
    0.168767265687257E-01
    0.171032597884021E-01
    0.173328336770875E-01
    0.175654890485222E-01
    0.178012672642739E-01
    0.180402102410909E-01
    0.182823604583539E-01
    0.185277609656281E-01
    0.187764553903168E-01
    0.190284879454171E-01
    0.192839034373804E-01
    0.195427472740780E-01
    0.198050654728737E-01
    0.200709046688048E-01
    0.203403121228729E-01
    0.206133357304461E-01
    0.208900240297738E-01
    0.211704262106157E-01
    0.214545921229868E-01
    0.217425722860201E-01
    0.220344178969473E-01
    0.223301808402014E-01
    0.226299136966400E-01
    0.229336697528939E-01
    0.232415030108396E-01
    0.235534681972004E-01
    0.238696207732756E-01
    0.241900169448002E-01
    0.245147136719375E-01
    0.248437686794052E-01
    0.251772404667381E-01
    0.255151883186875E-01
    0.258576723157619E-01
    0.262047533449071E-01
    0.265564931103313E-01
    0.269129541444748E-01
    0.272741998191269E-01
    0.276402943566923E-01
    0.280113028416086E-01
    0.283872912319169E-01
    0.287683263709880E-01
    0.291544759994056E-01
    0.295458087670098E-01
    0.299423942451008E-01
    0.303443029388083E-01
    0.307516062996252E-01
    0.311643767381106E-01
    0.315826876367630E-01
    0.320066133630660E-01
    0.324362292827097E-01
    0.328716117729892E-01
    0.333128382363827E-01
    0.337599871143125E-01
    0.342131379010901E-01
    0.346723711580489E-01
    0.351377685278661E-01
    0.356094127490780E-01
    0.360873876707882E-01
    0.365717782675749E-01
    0.370626706545978E-01
    0.375601521029074E-01
    0.380643110549605E-01
    0.385752371403429E-01
    0.390930211917045E-01
    0.396177552609069E-01
    0.401495326353889E-01
    0.406884478547509E-01
    0.412345967275626E-01
    0.417880763483952E-01
    0.423489851150835E-01
    0.429174227462189E-01
    0.434934902988774E-01
    0.440772901865855E-01
    0.446689261975276E-01
    0.452685035129972E-01
    0.458761287260962E-01
    0.464919098606850E-01
    0.471159563905871E-01
    0.477483792590513E-01
    0.483892908984758E-01
    0.490388052503952E-01
    0.496970377857386E-01
    0.503641055253568E-01
    0.510401270608271E-01
    0.517252225755365E-01
    0.524195138660473E-01
    0.531231243637509E-01
    0.538361791568113E-01
    0.545588050124029E-01
    0.552911303992476E-01
    0.560332855104544E-01
    0.567854022866641E-01
    0.575476144395068E-01
    0.583200574753728E-01
    0.591028687195027E-01
    0.598961873404017E-01
    0.607001543745808E-01
    0.615149127516302E-01
    0.623406073196294E-01
    0.631773848708985E-01
    0.640253941680950E-01
    0.648847859706606E-01
    0.657557130616239E-01
    0.666383302747613E-01
    0.675327945221243E-01
    0.684392648219349E-01
    0.693579023268560E-01
    0.702888703526412E-01
    0.712323344071694E-01
    0.721884622198685E-01
    0.731574237715345E-01
    0.741393913245507E-01
    0.751345394535128E-01
    0.761430450762649E-01
    0.771650874853515E-01
    0.782008483798928E-01
    0.792505118978868E-01
    0.803142646489457E-01
    0.813922957474713E-01
    0.824847968462761E-01
    0.835919621706550E-01
    0.847139885529150E-01
    0.858510754673681E-01
    0.870034250657939E-01
    0.881712422133781E-01
    0.893547345251341E-01
    0.905541124028119E-01
    0.917695890723043E-01
    0.930013806215537E-01
    0.942497060389688E-01
    0.955147872523558E-01
    0.967968491683738E-01
    0.980961197125176E-01
    0.994128298696393E-01
    0.100747213725013E+00
    0.102099508505948E+00
    0.103469954623969E+00
    0.104858795717550E+00
    0.106266278695432E+00
    0.107692653780518E+00
    0.109138174554358E+00
    0.110603098002230E+00
    0.112087684558827E+00
    0.113592198154559E+00
    0.115116906262471E+00
    0.116662079945799E+00
    0.118227993906155E+00
    0.119814926532369E+00
    0.121423159949975E+00
    0.123052980071372E+00
    0.124704676646652E+00
    0.126378543315113E+00
    0.128074877657459E+00
    0.129793981248707E+00
    0.131536159711802E+00
    0.133301722771949E+00
    0.135090984311673E+00
    0.136904262426628E+00
    0.138741879482145E+00
    0.140604162170537E+00
    0.142491441569190E+00
    0.144404053199411E+00
    0.146342337086083E+00
    0.148306637818112E+00
    0.150297304609692E+00
    0.152314691362383E+00
    0.154359156728033E+00
    0.156431064172536E+00
    0.158530782040450E+00
    0.160658683620482E+00
    0.162815147211850E+00
    0.165000556191539E+00
    0.167215299082457E+00
    0.169459769622507E+00
    0.171734366834584E+00
    0.174039495097518E+00
    0.176375564217958E+00
    0.178742989503236E+00
    0.181142191835193E+00
    0.183573597745006E+00
    0.186037639489019E+00
    0.188534755125587E+00
    0.191065388592955E+00
    0.193629989788184E+00
    0.196229014647128E+00
    0.198862925225497E+00
    0.201532189780997E+00
    0.204237282856580E+00
    0.206978685364806E+00
    0.209756884673341E+00
    0.212572374691601E+00
    0.215425655958560E+00
    0.218317235731737E+00
    0.221247628077373E+00
    0.224217353961825E+00
    0.227226941344185E+00
    0.230276925270134E+00
    0.233367847967070E+00
    0.236500258940503E+00
    0.239674715071744E+00
    0.242891780716911E+00
    0.246152027807258E+00
    0.249456035950856E+00
    0.252804392535630E+00
    0.256197692833793E+00
    0.259636540107668E+00
    0.263121545716939E+00
    0.266653329227337E+00
    0.270232518520788E+00
    0.273859749907038E+00
    0.277535668236776E+00
    0.281260927016274E+00
    0.285036188523572E+00
    0.288862123926214E+00
    0.292739413400571E+00
    0.296668746252760E+00
    0.300650821041194E+00
    0.304686345700767E+00
    0.308776037668714E+00
    0.312920624012156E+00
    0.317120841557359E+00
    0.321377437020726E+00
    0.325691167141550E+00
    0.330062798816549E+00
    0.334493109236200E+00
    0.338982886022913E+00
    0.343532927371053E+00
    0.348144042188843E+00
    0.352817050242172E+00
    0.357552782300336E+00
    0.362352080283730E+00
    0.367215797413524E+00
    0.372144798363350E+00
    0.377139959413025E+00
    0.382202168604338E+00
    0.387332325898921E+00
    0.392531343338250E+00
    0.397800145205784E+00
    0.403139668191289E+00
    0.408550861557356E+00
    0.414034687308170E+00
    0.419592120360531E+00
    0.425224148717172E+00
    0.430931773642414E+00
    0.436716009840164E+00
    0.442577885634312E+00
    0.448518443151553E+00
    0.454538738506645E+00
    0.460639841990173E+00
    0.466822838258827E+00
    0.473088826528226E+00
    0.479438920768345E+00
    0.485874249901550E+00
    0.492395958003305E+00
    0.499005204505558E+00
    0.505703164402873E+00
    0.512491028461316E+00
    0.519370003430154E+00
    0.526341312256387E+00
    0.533406194302169E+00
    0.540565905565136E+00
    0.547821718901702E+00
    0.555174924253350E+00
    0.562626828875951E+00
    0.570178757572179E+00
    0.577832052927023E+00
    0.585588075546481E+00
    0.593448204299447E+00
    0.601413836562846E+00
    0.609486388470057E+00
    0.617667295162683E+00
    0.625958011045683E+00
    0.634360010045937E+00
    0.642874785874285E+00
    0.651503852291078E+00
    0.660248743375296E+00
    0.669111013797274E+00
    0.678092239095094E+00
    0.687194015954687E+00
    0.696417962493688E+00
    0.705765718549108E+00
    0.715238945968867E+00
    0.724839328907234E+00
    0.734568574124238E+00
    0.744428411289099E+00
    0.754420593287724E+00
    0.764546896534340E+00
    0.774809121287309E+00
    0.785209091969169E+00
    0.795748657490989E+00
    0.806429691581063E+00
    0.817254093118028E+00
    0.828223786468442E+00
    0.839340721828907E+00
    0.850606875572765E+00
    0.862024250601465E+00
    0.873594876700638E+00
    0.885320810900953E+00
    0.897204137843817E+00
    0.909246970151987E+00
    0.921451448805146E+00
    0.933819743520532E+00
    0.946354053138668E+00
    0.959056606014275E+00
    0.971929660412435E+00
    0.984975504910054E+00
    0.998196458802736E+00
    0.101159487251711E+01
    0.102517312802867E+01
    0.103893363928527E+01
    0.105287885263627E+01
    0.106701124726744E+01
    0.108133333564171E+01
    0.109584766394585E+01
    0.111055681254311E+01
    0.112546339643198E+01
    0.114057006571109E+01
    0.115587950605031E+01
    0.117139443916826E+01
    0.118711762331612E+01
    0.120305185376804E+01
    0.121919996331807E+01
    0.123556482278377E+01
    0.125214934151659E+01
    0.126895646791910E+01
    0.128598918996915E+01
    0.130325053575106E+01
    0.132074357399401E+01
    0.133847141461752E+01
    0.135643720928440E+01
    0.137464415196102E+01
    0.139309547948514E+01
    0.141179447214136E+01
    0.143074445424428E+01
    0.144994879472954E+01
    0.146941090775267E+01
    0.148913425329615E+01
    0.150912233778447E+01
    0.152937871470749E+01
    0.154990698525227E+01
    0.157071079894317E+01
    0.159179385429076E+01
    0.161315989944930E+01
    0.163481273288308E+01
    0.165675620404174E+01
    0.167899421404463E+01
    0.170153071637430E+01
    0.172436971757942E+01
    0.174751527798703E+01
    0.177097151242436E+01
    0.179474259095044E+01
    0.181883273959740E+01
    0.184324624112176E+01
    0.186798743576588E+01
    0.189306072202952E+01
    0.191847055745184E+01
    0.194422145940383E+01
    0.197031800589144E+01
    0.199676483636945E+01
    0.202356665256625E+01
    0.205072821931977E+01
    0.207825436542451E+01
    0.210614998449007E+01
    0.213442003581108E+01
    0.216306954524889E+01
    0.219210360612509E+01
    0.222152738012696E+01
    0.225134609822517E+01
    0.228156506160367E+01
    0.231218964260223E+01
    0.234322528567145E+01
    0.237467750834072E+01
    0.240655190219914E+01
    0.243885413388957E+01
    0.247158994611605E+01
    0.250476515866475E+01
    0.253838566943860E+01
    0.257245745550586E+01
    0.260698657416267E+01
    0.264197916400995E+01
    0.267744144604473E+01
    0.271337972476610E+01
    0.274980038929605E+01
    0.278670991451529E+01
    0.282411486221443E+01
    0.286202188226044E+01
    0.290043771377897E+01
    0.293936918635232E+01
    0.297882322123374E+01
    0.301880683257778E+01
    0.305932712868730E+01
    0.310039131327725E+01
    0.314200668675524E+01
    0.318418064751950E+01
    0.322692069327414E+01
    0.327023442236207E+01
    0.331412953511589E+01
    0.335861383522679E+01
    0.340369523113197E+01
    0.344938173742052E+01
    0.349568147625835E+01
    0.354260267883210E+01
    0.359015368681243E+01
    0.363834295383715E+01
    0.368717904701395E+01
    0.373667064844359E+01
    0.378682655676336E+01
    0.383765568871123E+01
    0.388916708071125E+01
    0.394136989047985E+01
    0.399427339865405E+01
    0.404788701044132E+01
    0.410222025729160E+01
    0.415728279859189E+01
    0.421308442338343E+01
    0.426963505210207E+01
    0.432694473834181E+01
    0.438502367064229E+01
    0.444388217430000E+01
    0.450353071320391E+01
    0.456397989169586E+01
    0.462524045645563E+01
    0.468732329841165E+01
    0.475023945467715E+01
    0.481400011051223E+01
    0.487861660131256E+01
    0.494410041462444E+01
    0.501046319218718E+01
    0.507771673200265E+01
    0.514587299043286E+01
    0.521494408432549E+01
    0.528494229316801E+01
    0.535588006127083E+01
    0.542776999997952E+01
    0.550062488991698E+01
    0.557445768325556E+01
    0.564928150601959E+01
    0.572510966041912E+01
    0.580195562721461E+01
    0.587983306811368E+01
    0.595875582819984E+01
    0.603873793839381E+01
    0.611979361794812E+01
    0.620193727697477E+01
    0.628518351900732E+01
    0.636954714359690E+01
    0.645504314894343E+01
    0.654168673456194E+01
    0.662949330398469E+01
    0.671847846749979E+01
    0.680865804492618E+01
    0.690004806842625E+01
    0.699266478535604E+01
    0.708652466115353E+01
    0.718164438226613E+01
    0.727804085911695E+01
    0.737573122911137E+01
    0.747473285968352E+01
    0.757506335138404E+01
    0.767674054100907E+01
    0.777978250477117E+01
    0.788420756151312E+01
    0.799003427596443E+01
    0.809728146204197E+01
    0.820596818619464E+01
    0.831611377079294E+01
    0.842773779756429E+01
    0.854086011107404E+01
    0.865550082225367E+01
    0.877168031197603E+01
    0.888941923467854E+01
    0.900873852203541E+01
    0.912965938667858E+01
    0.925220332596920E+01
    0.937639212581916E+01
    0.950224786456443E+01
    0.962979291689008E+01
    0.975904995780793E+01
    0.989004196668799E+01
    0.100227922313434E+02
    0.101573243521710E+02
    0.102936622463464E+02
    0.104318301520767E+02
    0.105718526329090E+02
    0.107137545820975E+02
    0.108575612270292E+02
    0.110032981337085E+02
    0.111509912113028E+02
    0.113006667167482E+02
    0.114523512594175E+02
    0.116060718058513E+02
    0.117618556845515E+02
    0.119197305908402E+02
    0.120797245917832E+02
    0.122418661311799E+02
    0.124061840346198E+02
    0.125727075146074E+02
    0.127414661757556E+02
    0.129124900200485E+02
    0.130858094521757E+02
    0.132614552849370E+02
    0.134394587447209E+02
    0.136198514770558E+02
    0.138026655522357E+02
    0.139879334710223E+02
    0.141756881704224E+02
    0.143659630295437E+02
    0.145587918755291E+02
    0.147542089895699E+02
    0.149522491130013E+02
    0.151529474534780E+02
    0.153563396912333E+02
    0.155624619854231E+02
